ID,MIN
370,54.089924
371,7.6409225
372,1101.7448
373,14.556879
374,1273.839
375,2889.1843
376,2685.709
377,1479.6772
378,2252.4155
379,1758.4847
380,1438.2415
381,1487.6925
382,13.570061
383,2204.6028
384,360.61044
385,7.6409225
386,2231.4014
387,1011.7148
388,947.1749
389,13.570061
390,626.9257
391,602.55145
392,1485.525
393,33.707355
394,948.13196
395,988.3456
396,1114.4779
397,619.5422
398,7.6409225
399,1950.1589
400,2187.5986
401,300.6354
402,2599.595
403,728.09717
404,2201.0244
405,2441.4626
406,390.9535
407,897.26666
408,106.51563
409,2280.1082
410,463.54926
411,415.07632
412,2363.3284
413,1308.9747
414,111.513054
415,2281.6326
416,151.44803
417,893.92255
418,980.7064
419,2201.9795
420,2245.3923
421,2073.4849
422,2530.1829
423,536.5713
424,1625.3492
425,212.15778
426,831.32556
427,703.2859
428,2771.8936
429,1293.2958
430,357.52686
431,1242.3944
432,43.26138
433,2798.4543
434,23.394844
435,562.24945
436,1238.5432
437,993.6115
438,41.94049
439,133.51518
440,2312.5415
441,1075.3351
442,553.3828
443,2303.5933
444,1145.7734
445,23.603756
446,292.63266
447,1285.4242
448,2647.6772
449,1849.9868
450,7.6409225
451,2474.7776
452,794.5962
453,1015.56836
454,45.698364
455,877.7615
456,1151.5295
457,407.96664
458,1636.1821
459,78.228355
460,1371.5902
461,831.9656
462,153.05443
463,2275.3965
464,1006.5621
465,203.92221
466,163.44145
467,3.1704855
468,198.24994
469,1241.6136
470,773.00507
471,420.755
472,1728.6934
473,85.87919
474,1716.9811
475,13.78172
476,2282.7246
477,1916.1116
478,956.48846
479,33.855465
480,710.3677
481,201.86308
482,2735.244
483,2122.0376
484,435.5784
485,365.84756
486,53.99513
487,3.1704855
488,14.909618
489,1708.8004
490,1465.018
491,660.21173
492,2196.7725
493,627.2272
494,290.83826
495,1870.5538
496,84.64941
497,10.774597
498,971.1633
499,2718.3877
500,184.57405
501,2047.195
502,984.3071
503,39.883442
504,1089.8055
505,2559.9214
506,136.26547
507,887.79504
508,1256.3448
509,1444.1913
510,2344.1995
511,3.1704855
512,2167.89
513,78.0628
514,329.42868
515,2664.4197
516,234.82173
517,54.15506
518,168.37953
519,715.61005
520,208.59009
521,1234.6544
522,2632.087
523,1882.0845
524,1977.0797
525,1093.5771
526,2417.3513
527,2113.0781
528,2020.1824
529,35.324703
530,2882.7397
531,1928.8743
532,281.56622
533,65.92215
534,2351.9336
535,1463.0085
536,3.1704855
537,2515.8193
538,23.484192
539,2115.8203
540,1342.5402
541,112.49495
542,533.5156
543,1965.8291
544,3058.2466
545,411.73248
546,48.163017
547,43.605026
548,7.6409225
549,95.72806
550,637.96326
551,189.64088
552,952.80743
553,726.2147
554,2727.8323
555,13.570061
556,1178.3538
557,162.77754
558,2938.1123
559,1052.248
560,406.78967
561,16.703743
562,69.54806
563,1585.174
564,627.21857
565,2767.7305
566,630.3682
567,1941.6714
568,2884.0798
569,2369.615
570,1751.4089
571,2187.1682
572,2037.5085
573,41.50079
574,57.3925
575,1903.4277
576,2327.3323
577,473.99048
578,1621.6135
579,380.94043
580,489.4456
581,7.6409225
582,2120.6719
583,296.66992
584,94.99604
585,2094.7441
586,2766.2996
587,1412.6956
588,2386.4265
589,774.9121
590,38.146534
591,1458.0532
592,822.2143
593,406.78967
594,157.42302
595,35.84466
596,7.6409225
597,1822.4746
598,618.2536
599,1047.4562
600,40.95406
601,2168.086
602,23.810116
603,2112.858
604,75.645195
605,682.5527
606,9.594807
607,27.164375
608,2242.3813
609,351.02667
610,206.49371
611,91.37022
612,19.223938
613,1303.5525
614,214.23448
615,1619.2699
616,62.82386
617,54.93109
618,10.774597
619,325.90393
620,2469.1929
621,2374.5461
622,55.006397
623,501.00232
624,2024.845
625,556.7743
626,1463.2455
627,773.4642
628,119.038795
629,2869.487
630,54.089924
631,481.98062
632,988.47144
633,1612.3411
634,1972.6414
635,1010.6942
636,2742.4385
637,820.86615
638,2697.9058
639,1616.1969
640,171.86229
641,286.2297
642,845.5737
643,82.980576
644,438.5634
645,962.7082
646,798.79877
647,78.228355
648,2871.1982
649,1016.9666
650,239.89362
651,2969.8867
652,1791.4218
653,93.24757
654,295.29532
655,38.26357
656,2964.069
657,1584.7137
658,3.1704855
659,578.1733
660,1454.343
661,371.62244
662,2393.6428
663,132.89395
664,1225.205
665,400.0674
666,2322.8652
667,1881.742
668,430.7351
669,1310.5071
670,53.38905
671,261.68393
672,1063.1132
673,223.78859
674,2287.7554
675,42.015797
676,996.0721
677,519.0193
678,1789.2988
679,374.98315
680,688.16547
681,3063.6208
682,1934.6315
683,1676.9613
684,51.506763
685,241.25464
686,2940.9988
687,2670.7454
688,68.44
689,208.85144
690,103.75302
691,13.235886
692,2302.2905
693,677.00885
694,442.7481
695,2106.818
696,2846.637
697,1999.1068
698,1228.7246
699,3.1704855
700,53.200428
701,1103.0161
702,742.0741
703,170.8037
704,1672.2756
705,865.1486
706,488.99573
707,1843.9764
708,648.7
709,2184.2312
710,437.92334
711,1621.7234
712,203.58383
713,2145.9211
714,879.05994
715,1659.2511
716,826.37354
717,481.645
718,18.746359
719,1998.0934
720,197.79037
721,79.51884
722,416.21484
723,2892.8062
724,682.5474
725,2743.289
726,1850.8059
727,2497.883
728,1963.6901
729,2857.0317
730,1895.6244
731,2736.045
732,1704.0363
733,895.6506
734,710.50055
735,72.60499
736,256.33725
737,578.81226
738,2189.458
739,1460.6603
740,1153.2563
741,1917.1351
742,644.337
743,570.98956
744,81.91272
745,2348.5056
746,2743.3489
747,2468.519
748,39.883442
749,1471.3063
750,2847.906
751,724.2318
752,2355.7559
753,2380.5764
754,789.1099
755,1122.2152
756,899.874
757,1197.8326
758,611.3231
759,2102.037
760,534.7586
761,48.916508
762,171.79008
763,1546.9948
764,379.02148
765,265.89465
766,1545.6191
767,203.95956
768,133.04288
769,382.6184
770,1286.3809
771,982.23535
772,71.18846
773,1666.3422
774,2368.3323
775,644.577
776,2004.3754
777,495.4445
778,1715.6354
779,374.8742
780,2024.1086
781,2762.754
782,669.91876
783,711.1038
784,252.45619
785,138.0267
786,1873.2682
787,949.20215
788,775.94824
789,270.33594
790,35.324703
791,2746.783
792,1040.2357
793,15.306978
794,83.369484
795,749.4226
796,657.09717
797,90.95107
798,570.5145
799,2762.4563
800,3460.2258
801,75.1311
802,186.67484
803,571.63354
804,1879.0684
805,59.231052
806,1411.5405
807,2359.179
808,2666.3452
809,2.4413774
810,2384.52
811,1400.0444
812,1485.0149
813,1817.9661
814,1818.577
815,160.16853
816,1384.3154
817,1779.6327
818,1748.2869
819,2614.916
820,1518.5017
821,1995.8191
822,1272.352
823,1849.8988
824,351.63348
825,164.12585
826,1733.4467
827,1268.9482
828,1468.9949
829,601.50055
830,488.67044
831,3157.6526
832,2205.652
833,37.67724
834,1901.5562
835,1753.2584
836,244.28163
837,204.13297
838,346.86847
839,310.6904
840,112.41015
841,1276.6339
842,1092.3507
843,620.2939
844,110.169815
845,998.529
846,1270.1879
847,629.92554
848,23.810116
849,585.85516
850,1303.56
851,754.3932
852,509.68848
853,443.458
854,552.88617
855,2711.0388
856,1078.5918
857,3062.283
858,1497.7747
859,419.41187
860,1863.0474
861,2248.4658
862,3240.3943
863,465.91693
864,927.459
865,2231.955
866,1301.9022
867,2239.1367
868,1136.7776
869,114.59306
870,4.7242217
871,141.02089
872,868.3705
873,418.45987
874,635.496
875,2338.4272
876,1033.663
877,50.88856
878,2846.6206
879,680.5383
880,2418.1777
881,2290.1758
882,2799.0215
883,1003.01483
884,224.56769
885,229.28688
886,1166.5592
887,745.5313
888,200.5768
889,932.2856
890,2223.6372
891,2674.2473
892,1669.7957
893,2154.9714
894,1713.4274
895,94.530136
896,1302.6199
897,1787.9117
898,1253.9144
899,419.77173
900,671.8872
901,323.43155
902,920.2356
903,950.8827
904,148.84398
905,2874.3965
906,207.08405
907,2861.0361
908,2667.859
909,490.3476
910,2546.6394
911,1849.6661
912,2568.1057
913,98.16157
914,839.41345
915,202.25189
916,1349.5568
917,55.006397
918,3.1704855
919,28.088657
920,2374.4749
921,541.90564
922,1632.1914
923,581.8147
924,852.6887
925,2351.984
926,2834.368
927,2037.5576
928,1417.3901
929,1150.5925
930,287.8985
931,2853.0525
932,533.7526
933,33.855465
934,57.84578
935,222.35754
936,1471.4446
937,2219.312
938,300.2358
939,2279.8328
940,30.294857
941,1121.6266
942,2398.7598
943,2388.6675
944,137.78998
945,339.6259
946,970.9648
947,97.13627
948,35.84466
949,7.6409225
950,535.1922
951,2168.6384
952,1752.6685
953,150.37254
954,421.3744
955,643.599
956,2277.7349
957,953.726
958,1312.3429
959,1029.1681
960,435.30225
961,2314.4673
962,2804.7073
963,2984.6428
964,387.95328
965,2091.6821
966,2266.4336
967,2398.5784
968,453.13504
969,284.3034
970,1093.4056
971,2248.5674
972,1917.5581
973,32.11856
974,1857.6422
975,1531.9857
976,1316.814
977,2975.957
978,2893.298
979,244.28163
980,2338.2522
981,2263.5247
982,848.5489
983,1166.6613
984,917.1247
985,1762.5968
986,921.1055
987,1583.5548
988,190.32857
989,261.97418
990,7.4667306
991,305.74936
992,797.69604
993,1190.9932
994,1976.2432
995,3.1704855
996,963.6309
997,2334.8333
998,98.27572
999,1805.4657
1000,1779.1935
1001,1307.788
1002,567.37256
1003,15.937723
1004,1592.2651
1005,2775.8816
1006,1577.2479
1007,2132.0732
1008,294.41983
1009,1070.9559
1010,519.42255
1011,1633.7683
1012,1498.5602
1013,2627.2605
1014,12.511509
1015,491.87808
1016,862.26355
1017,1721.6382
1018,73.438034
1019,21.862505
1020,2362.4949
1021,1468.0431
1022,464.36432
1023,2470.7634
1024,18.043297
1025,175.27847
1026,186.04271
1027,342.98477
1028,1783.8248
1029,80.64596
1030,2325.9697
1031,280.7185
1032,1741.8093
1033,2927.8992
1034,-5.913728
1035,3435.635
1036,639.677
1037,2011.5775
1038,935.4644
1039,1903.3608
1040,26.47131
1041,1490.9681
1042,1879.8651
1043,2731.7441
1044,115.575676
1045,1309.5173
1046,949.33856
1047,12.637274
1048,584.0154
1049,1890.9274
1050,2580.261
1051,184.45332
1052,2170.783
1053,1729.9438
1054,2820.815
1055,1624.053
1056,848.35187
1057,2410.1602
1058,1258.6854
1059,32.238117
1060,174.20612
1061,82.066246
1062,1831.6095
1063,486.29733
1064,489.6914
1065,476.26843
1066,57.84578
1067,1312.8535
1068,879.57513
1069,451.83078
1070,2082.3242
1071,1171.6869
1072,531.6763
1073,2268.4844
1074,1019.5037
1075,49.565502
1076,261.97418
1077,7.6409225
1078,803.4748
1079,2424.2908
1080,2376.7292
1081,150.37254
1082,86.428635
1083,1159.0812
1084,152.4076
1085,68.92098
1086,812.858
1087,3.1704855
1088,1757.228
1089,84.49588
1090,1674.9044
1091,9.377834
1092,33.855465
1093,98.98691
1094,481.13333
1095,2629.0642
1096,1476.5796
1097,2349.0408
1098,2550.3755
1099,7.5932693
1100,2045.6499
1101,2172.4883
1102,705.9622
1103,1564.4839
1104,1496.1747
1105,1951.7441
1106,636.5425
1107,2202.2087
1108,2237.425
1109,1590.6052
1110,1018.5488
1111,7.6409225
1112,2662.9587
1113,2953.276
1114,75.645195
1115,29.88382
1116,943.41394
1117,2064.277
1118,1484.4543
1119,106.06307
1120,1767.1757
1121,23.484192
1122,17.555073
1123,1875.8225
1124,2285.5942
1125,15.306978
1126,27.164375
1127,2970.0342
1128,234.81989
1129,2154.6687
1130,1129.0481
1131,1349.6077
1132,25.427464
1133,1874.8458
1134,752.1615
1135,3169.4521
1136,1340.2378
1137,543.9838
1138,277.80768
1139,18.237074
1140,599.4722
1141,970.506
1142,716.27185
1143,430.2263
1144,706.13837
1145,131.61302
1146,653.36847
1147,56.460484
1148,2757.63
1149,1062.9548
1150,2432.5283
1151,376.0288
1152,1376.8807
1153,55.612476
1154,810.81805
1155,1148.0422
1156,2123.7163
1157,2539.5645
1158,1207.4823
1159,2448.1697
1160,1862.614
1161,665.1305
1162,591.7153
1163,241.5427
1164,2029.8746
1165,291.99127
1166,-46.964745
1167,1127.5765
1168,1472.1184
1169,1465.5427
1170,2624.2124
1171,1136.7756
1172,31.9122
1173,159.32149
1174,2431.724
1175,3102.4944
1176,2006.0614
1177,232.15907
1178,1731.9729
1179,383.20197
1180,-100.728386
1181,1600.0006
1182,94.768425
1183,69.54806
1184,131.06474
1185,81.91272
1186,179.92232
1187,1449.5823
1188,727.98444
1189,1001.5191
1190,1778.2479
1191,1029.3772
1192,802.5792
1193,596.0025
1194,1196.5144
1195,1378.6013
1196,1346.5094
1197,1671.76
1198,1414.9144
1199,331.68835
1200,1142.3457
1201,3.1704855
1202,831.7917
1203,304.4293
1204,1757.6562
1205,2465.738
1206,321.19357
1207,98.16157
1208,1809.7483
1209,2357.414
1210,62.23102
1211,474.41052
1212,891.67004
1213,1708.6399
1214,1140.9426
1215,1029.9833
1216,863.6717
1217,3065.0945
1218,2564.7686
1219,1062.5983
1220,1297.9286
1221,747.30273
1222,9.377834
1223,2837.7017
1224,1169.0933
1225,1845.0468
1226,1040.255
1227,434.4642
1228,2793.1038
1229,1038.6445
1230,454.19183
1231,1461.3325
1232,418.05072
1233,863.0874
1234,25.547028
1235,1068.6788
1236,882.38385
1237,218.04999
1238,2870.1682
1239,23.603756
1240,843.399
1241,217.13115
1242,3068.0886
1243,1150.7422
1244,91.37022
1245,439.32025
1246,939.9792
1247,35.324703
1248,846.414
1249,308.18195
1250,93.680595
1251,2341.7502
1252,372.31592
1253,51.506763
1254,2633.7295
1255,3.1704855
1256,4.7242217
1257,2417.1587
1258,1552.7595
1259,770.2225
1260,900.1722
1261,1392.1376
1262,1613.1708
1263,855.3634
1264,2586.2358
1265,2248.6606
1266,2038.5009
1267,971.0693
1268,1949.0907
1269,1839.6415
1270,1365.7584
1271,1915.6248
1272,264.73608
1273,198.11548
1274,1900.3182
1275,1873.2971
1276,2280.7107
1277,1996.0438
1278,13.570061
1279,541.22095
1280,1527.832
1281,583.54443
1282,1064.4459
1283,1802.2776
1284,383.997
1285,786.0012
1286,335.44446
1287,537.0316
1288,1872.3491
1289,1087.5004
1290,623.1334
1291,58.71783
1292,1628.3201
1293,989.3739
1294,593.17786
1295,25.131756
1296,15.306978
1297,674.02
1298,1584.9594
1299,2918.5676
1300,1338.7772
1301,119.243195
1302,2685.419
1303,83.369484
1304,183.14024
1305,358.7771
1306,2145.7231
1307,1836.9972
1308,65.22799
1309,2360.4229
1310,143.87196
1311,2699.0598
1312,1262.1265
1313,456.02957
1314,2930.3616
1315,2651.4883
1316,2430.761
1317,2319.1047
1318,80.64596
1319,2430.5115
1320,2622.0574
1321,626.5587
1322,38.975136
1323,65.14948
1324,1266.9816
1325,88.72779
1326,1172.9099
1327,272.67746
1328,986.31976
1329,1066.2802
1330,648.02716
1331,16.703743
1332,163.78935
1333,930.2878
1334,1453.385
1335,243.60887
1336,320.23486
1337,253.35617
1338,1293.199
1339,2139.723
1340,610.20276
1341,285.5056
1342,1174.5688
1343,1527.8169
1344,89.85493
1345,533.0689
1346,1535.0931
1347,303.48074
1348,43.346428
1349,61.805424
1350,2904.3777
1351,1749.2644
1352,103.60168
1353,9.594807
1354,27.164375
1355,180.83078
1356,2237.8782
1357,1505.6024
1358,206.70853
1359,88.97936
1360,212.68257
1361,1714.4554
1362,311.85873
1363,1629.043
1364,1146.1958
1365,184.09386
1366,3.1704855
1367,2792.7034
1368,2192.4873
1369,1592.3245
1370,107.711845
1371,247.06824
1372,264.38635
1373,1629.6306
1374,1522.3289
1375,3075.3875
1376,485.8489
1377,-1.0469294
1378,194.74881
1379,719.3484
1380,21.235252
1381,919.66766
1382,304.1862
1383,271.49493
1384,473.98343
1385,85.78709
1386,884.0397
1387,2827.7847
1388,2263.5808
1389,897.43494
1390,3033.2332
1391,2094.4077
1392,94.6979
1393,1498.606
1394,58.197872
1395,1515.7864
1396,2520.9058
1397,2455.0232
1398,189.47752
1399,1191.1763
1400,195.12772
1401,1903.4546
1402,696.4148
1403,841.7912
1404,30.191425
1405,442.08673
1406,44.05862
1407,710.8761
1408,1754.0797
1409,409.90973
1410,10.934362
1411,33.855465
1412,2296.8882
1413,2453.1626
1414,2665.659
1415,1634.7642
1416,273.827
1417,3037.485
1418,2454.1294
1419,204.8687
1420,23.484192
1421,267.0018
1422,2201.3455
1423,822.7215
1424,75.645195
1425,1856.383
1426,1880.8766
1427,211.48155
1428,1184.8076
1429,984.9699
1430,2234.9915
1431,1608.2485
1432,611.4876
1433,111.241936
1434,1219.9893
1435,158.96326
1436,628.4201
1437,257.25146
1438,2453.1946
1439,424.66028
1440,2011.1428
1441,527.7327
1442,2500.0806
1443,964.5176
1444,688.4889
1445,383.23102
1446,924.5443
1447,2241.3813
1448,393.7331
1449,2.4408765
1450,85.78709
1451,886.4521
1452,2551.4658
1453,2545.1182
1454,1828.4309
1455,913.22516
1456,1319.235
1457,1429.8776
1458,1558.3514
1459,35.324703
1460,33.855465
1461,301.7571
1462,3173.0935
1463,994.2903
1464,2831.47
1465,87.437325
1466,1661.7874
1467,408.74957
1468,63.298885
1469,2765.2932
1470,9.377834
1471,1260.7378
1472,1997.7269
1473,3116.9473
1474,1646.9774
1475,103.32651
1476,731.4211
1477,3.1704855
1478,2458.024
1479,1592.5702
1480,1208.61
1481,70.50994
1482,1839.748
1483,165.41478
1484,955.6711
1485,1365.5259
1486,189.25247
1487,80.64596
1488,2637.5396
1489,2213.5261
1490,80.64596
1491,559.0609
1492,3034.9578
1493,407.38336
1494,1201.7865
1495,165.1306
1496,299.12866
1497,1523.2174
1498,619.12756
1499,1369.0951
1500,1768.555
1501,106.61121
1502,2000.0244
1503,31.854187
1504,140.68188
1505,389.23477
1506,547.43774
1507,1343.383
1508,2586.1367
1509,1079.3264
1510,2709.9531
1511,115.051186
1512,2300.9985
1513,212.15778
1514,1311.2517
1515,373.21637
1516,147.62054
1517,12.1315155
1518,952.4058
1519,16.110922
1520,378.8263
1521,2303.6055
1522,2348.065
1523,115.279686
1524,2167.6858
1525,1319.595
1526,1088.9081
1527,-21.852179
1528,2469.3906
1529,449.26065
1530,841.6854
1531,953.84625
1532,1795.8846
1533,765.24817
1534,1375.2468
1535,1789.4453
1536,1454.5898
1537,366.4351
1538,325.90393
1539,120.355995
1540,1032.6353
1541,836.897
1542,307.3591
1543,107.711845
1544,490.01624
1545,18.043297
1546,42.015797
1547,393.19983
1548,509.64438
1549,730.3636
1550,82.066246
1551,2472.7354
1552,2535.58
1553,61.005165
1554,522.29675
1555,345.67108
1556,115.749626
1557,3109.1262
1558,1925.0667
1559,66.60897
1560,80.78632
1561,347.84103
1562,1450.5879
1563,18.440655
1564,19.780209
1565,720.69916
1566,2698.525
1567,2908.8538
1568,1025.9087
1569,78.228355
1570,2786.8262
1571,527.2805
1572,156.58514
1573,1331.021
1574,2892.4155
1575,491.4804
1576,605.1716
1577,2449.9175
1578,8.98048
1579,686.6398
1580,1706.9457
1581,2211.104
1582,2240.321
1583,7.6409225
1584,128.78261
1585,2087.2695
1586,1857.2045
1587,324.45862
1588,985.1728
1589,4.0697446
1590,2227.5115
1591,1128.3365
1592,2943.9856
1593,178.52016
1594,2778.1033
1595,7.4667306
1596,985.3304
1597,1013.3704
1598,1042.5074
1599,15.306978
1600,2203.939
1601,769.9549
1602,275.14502
1603,434.65234
1604,823.5707
1605,2464.7036
1606,418.2965
1607,901.1485
1608,35.249393
1609,1242.912
1610,2313.3188
1611,2310.5208
1612,1002.09283
1613,1463.8295
1614,940.6565
1615,80.64596
1616,355.51175
1617,536.84045
1618,274.5545
1619,102.05962
1620,2767.1843
1621,43.10863
1622,220.46114
1623,706.07227
1624,1104.9276
1625,1824.0363
1626,1290.1892
1627,638.4891
1628,1678.2401
1629,109.71111
1630,59.463127
1631,1921.5171
1632,969.8203
1633,21.235252
1634,1569.7375
1635,1525.5878
1636,2172.729
1637,186.8479
1638,242.17627
1639,888.9501
1640,353.288
1641,105.23288
1642,1272.7537
1643,2220.593
1644,3200.2278
1645,78.0628
1646,1008.375
1647,836.3277
1648,1373.1211
1649,2078.4106
1650,595.9407
1651,1819.6842
1652,1650.3954
1653,210.63013
1654,225.68677
1655,2552.7393
1656,114.5032
1657,807.2157
1658,71.53201
1659,2499.9072
1660,1445.1886
1661,38.116947
1662,2585.58
1663,173.6154
1664,1488.7524
1665,361.8111
1666,707.24286
1667,1230.5259
1668,1765.5619
1669,2341.5596
1670,2306.5476
1671,1861.5526
1672,55.612476
1673,373.6294
1674,58.197872
1675,2274.1824
1676,124.76915
1677,2751.249
1678,407.01147
1679,790.15216
1680,53.17343
1681,59.463127
1682,2875.7856
1683,474.21805
1684,133.1501
1685,812.3529
1686,1448.6716
1687,1191.332
1688,2666.2422
1689,757.0993
1690,2000.0197
1691,360.14398
1692,2246.2498
1693,1267.2646
1694,2892.1958
1695,448.31015
1696,232.07198
1697,97.48671
1698,1527.0348
1699,112.652596
1700,894.9885
1701,530.40564
1702,415.62195
1703,119.15869
1704,212.15778
1705,6.4611316
1706,2155.7463
1707,28.46051
1708,406.95984
1709,2284.3787
1710,1295.9869
1711,1732.5776
1712,2157.1152
1713,489.89407
1714,2821.3054
1715,960.84406
1716,1001.412
1717,1362.031
1718,670.08594
1719,1906.2231
1720,21.998077
1721,1725.589
1722,2021.6625
1723,27.164375
1724,107.20075
1725,25.547028
1726,2748.744
1727,1652.8793
1728,664.55035
1729,567.0703
1730,1242.6034
1731,-4.5629115
1732,1945.232
1733,1098.8583
1734,2387.1128
1735,50.037525
1736,765.79785
1737,600.7635
1738,1298.8881
1739,182.1188
1740,657.69476
1741,1328.221
1742,1530.7029
1743,29.05854
1744,829.77606
1745,491.4366
1746,295.29532
1747,1204.4283
1748,2162.4666
1749,3046.2122
1750,1371.5618
1751,2491.2905
1752,1959.1908
1753,23.603756
1754,2420.105
1755,1337.9459
1756,2828.044
1757,391.7918
1758,942.80334
1759,1489.4254
1760,221.66934
1761,224.56769
1762,2203.8557
1763,1572.2609
1764,27.671486
1765,2036.7458
1766,2803.6526
1767,61.88073
1768,1561.342
1769,2284.8809
1770,59.463127
1771,1456.5891
1772,846.87604
1773,1120.8834
1774,920.9945
1775,80.76335
1776,195.40883
1777,1625.0599
1778,827.0822
1779,1050.1086
1780,1646.0876
1781,649.7474
1782,61.805424
